DIRECTOR_ID,NAME
1235,Alastair Fothergill
1236,Jonnie Hughes
1237,Keith Scholey
1238,Amy Segal
1239,Umut Aral
1240,Umut Kirca
1241,Sudhir Mishra
1242,Domenico de Feudis
1243,Oz Rodriguez
1244,Salvador Espinosa
1245,Adrian Teh
1246,Brad Silberling
1247,Elsa Flores Almaraz
1248,Richard J Montoya
1249,Carey McKenzie
1250,Adam Bolt
1251,Taika Waititi
1252,Lindsey Cordero
1253,Armando Croda
1254,David LaChapelle
1255,Mostafa Abu Seif
1256,Faris Godus
1257,Rod Lurie
1258,Stacie Passon
1259,Jenny Popplewell
1260,Florian Schott
1261,Tom Whitworth
1262,Joe Mantello
1263,Lee Hirsch
1264,Page Hurwitz
1265,Dallas Jackson
1266,Rajat Kapoor
1267,Abhishek Chaubey
1268,Imtiaz Ali
1269,Navdeep Singh
1270,Anees Bazmee
1271,Rikhil Bahadur
1272,Shawn Levy
1273,Harry Bradbeer
1274,Joshua Tickell
1275,Rebecca Harrell Tickell
1276,Sophia Nahli Allison
1277,Norihisa Hiranuma
1278,Shigeaki Kubo
1279,Shigeaki Kubo
1280,Tsuyoshi Nakakuki
1281,Yudai Yamaguchi
1282,Marwan Hamed
1283,Smeep Kang
1284,Raja Chanda
1285,Tigmanshu Dhulia
1286,Akashdeep
1287,Rajesh Ganguly
1288,Alankrita Shrivastava
1289,Chandra Liow
1290,Sekhar Kammula
1291,Gary Andrews
1292,Merawi Gerima
1293,Kubhaer T. Jethwani
1294,Antonio Campos
1295,Carles Torras
1296,James Watkins
1297,Philippa Lowthorpe
1298,Pailin Wedel
1299,Chris Howe
1300,Peter Sollett
1301,Steve Bencich
1302,Tosin Coker
1303,Javier Colinas
1304,Dean DeBlois
1305,Reinhard Klooss
1306,Shaun Mir
1307,Satish Rajwade
1308,Abhijeet Deshpande
1309,Mahesh Manjrekar
1310,Prakash Kunte
1311,Manish Saini
1312,Kenny Ortega
1313,Makarand Mane
1314,Vijay Maurya
1315,Sameer Patil
1316,Kenzo Maihara
1317,Amandha Wyanto
1318,Ahmed Nader Galal
1319,Arati Kadav
1320,Maïmouna Doucouré
1321,Pepe Mora
1322,Marcos Carnevale
1323,Jeff Orlowski
1324,Cho Il
1325,Pippa Ehrlich
1326,James Reed
1327,Tolga Karaçelik
1328,Davis Guggenheim
1329,Philip Barantini
1330,Charlie Kaufman
1331,Abba T. Makama
1332,Junior Carelli
1333,Rudge Campos
1334,Ertanto Robby Soediskam
1335,Mark Steven Johnson
1336,Felix Binder
1337,Thor Freudenthal
1338,Nguyen Thanh Tung
1339,Baltasar Kormákur
1340,Conrad Helten
1341,Ayumu Watanabe
1342,Hitoshi Namba
1343,Chris Miller
1344,Sean Anders
1345,Abbas Mustan
1346,Duncan McMath
1347,Dan Forgione
1348,Pete Jacobs
1349,Matt Whitlock
1350,Francesco Carnesecchi
1351,Greg Tiernan
1352,Mark Thornton
1353,Todd Kauffman
1354,Shamzu Zayba
1355,Jesse V. Johnson
1356,Brett Haley
1357,Chris Roland
1358,Maradona Dias Dos Santos
1359,David Galán Galindo
1360,David Moreton
1361,Lester Hsi
1362,Cyrus Nowrasteh
1363,Isabel Sandoval
1364,Nathan Wiley
1365,Wayne Blair
1366,Atul Sabharwal
1367,Bernardo Arellano
1368,Trish Sie
1369,Hong Won-ki
1370,Khaled Marei
1371,Fred Wolf
1372,Niyi Akinmolayan
1373,Sammaria Sari Simanjuntak
1374,Chairun Nissa
1375,Tom Hooper
1376,Sergei Bodrov
1377,Anna Stone
1378,Cory Edwards
1379,Faraday Okoro
1380,Henry Joost
1381,Ariel Schulman
1382,Rebecca Zlotowski
1383,Sharan Sharma
1384,Tyler Spindel
1385,Vicky Wight
1386,Marc Meyers
1387,Franziska Meyer Price
1388,Steven Rinella
1389,Laura Terruso
1390,Martín Sastre
1391,Franck Nataf
1392,Pascal Amanfo
1393,Savage Steve Holland
1394,Mike Doyle
1395,Darren Grant
1396,Joseph Ruben
1397,Mfanelo Ngoma
1398,Colin Minihan
1399,Regina Welker
1400,Nina Wels
1401,Honey Trehan
1402,Katleho Ramaphakela
1403,Rethabile Ramaphakela
1404,Ariel Boles
1405,Álvaro Delgado-Aparicio L.
1406,Venkatesh Maha
1407,Nopparoj Chotmunkongsit
1408,Aniedi Anwah
1409,Mickey Fonseca
1410,Matias Mariani
1411,Jan Komasa
1412,Sue Kim
1413,Paul Solet
1414,Ben Kasulke
1415,Gagan Puri
1416,Teddy Chan
1417,Bhavin Wadia
1418,Tony Bancroft
1419,Scott Christian Sava
1420,Tope Alake
1421,Fernando González Molina
1422,Yuki Tanada
1423,Alex Gibney
1424,Ahn Byoung-wook
1425,Sibusiso Khuzwayo
1426,Lisa Cortés
1427,Farah X
1428,Wilson Yip
1429,Dave Skinner
1430,Freddie Waters
1431,Denis Do
1432,Leslye Davis
1433,Catrin Einhorn
1434,Toka McBaror
1435,Tunde Apalowo
1436,Peter Sullivan
1437,Axelle Laffont
1438,Daniel Oriahi
1439,Stefano Mordini
1440,Hayden Guppy
1441,Stéphane de Freitas
1442,André Odendaal
1443,Johan Vorster
1444,Cassia Dian
1445,Amro Salah
1446,Sue Ding
1447,Gina Prince-Bythewood
1448,Wouter Bouvijn
1449,Funke Akindele
1450,Bryn Evans
1451,Cristina Costantini
1452,Kareem Tabsch
1453,Hannah Fidell
1454,Chris Renaud
1455,Kyle Balda
1456,Scott Zabielski
1457,Coodie
1458,Chike
1459,QLF
1460,Sachin Kundalkar
1461,Puri Jagannadh
1462,Vishal Mahadkar
1463,Anurag Kashyap
1464,Dibakar Banerjee
1465,Karan Johar
1466,Zoya Akhtar
1467,Anthony D'Souza
1468,Soumendra Padhi
1469,Fuwad Khan
1470,Nishikant Kamat
1471,Krish
1472,Kabir Sadanand
1473,Rachit Kusonkoonsiri
1474,Shoojit Sircar
1475,Omung Kumar
1476,Umesh Shukla
1477,Devika Bhagat
1478,Takashi Doscher
1479,Shubham Singh
1480,Abbas Alibhai Burmawalla
1481,Mastan Alibhai Burmawalla
1482,Luv Ranjan
1483,Vikas Bahl
1484,Neeraj Pandey
1485,Aanand Rai
1486,Gurmmeet Singh
1487,LP
1488,Rako Prijanto
1489,Raoul Peck
1490,Shirley Frimpong-Manso
1491,Fabio Ock
1492,Joana Mazzucchelli
1493,Sabina Fedeli
1494,Anna Migotto
1495,Kyran Kelly
1496,Salvador Calvo
1497,Cem Yılmaz
1498,Bruce Beresford
1499,Michael Duggan
1500,Almudena Carracedo
1501,Robert Bahar
1502,Paul Verhoeven
1503,Younuts!
1504,Obi Emelonye
1505,Daniel Effiong
1506,Abhijit Panse
1507,Rachel Griffiths
1508,David Dobkin
1509,Oluseyi Asurf
1510,Eduardo Roy Jr.
1511,Ravikanth Perepu
1512,Sooraj R. Barjatya
1513,Bonni Cohen
1514,Jon Shenk
1515,Anvita Dutt
1516,Gaspar Antillo
1517,Eric Notarnicola
1518,Musthafa
1519,Ishaya Bako
1520,Kate Mulleavy
1521,Laura Mulleavy
1522,Akhigbe Ilozobhie
1523,Apurva Dhar Badgaiyann
1524,Elissa Down
1525,Guillaume Pierret
1526,Olivier Assayas
1527,Junichi Sato
1528,Tomotaka Shibayama
1529,Pablo Aulita
1530,Manatsanun Phanlerdwongsakul
1531,Georges Hachem
1532,Peter Lepeniotis
1533,Jim Hosking
1534,Paco Aguilar
1535,Greg McLean
1536,Juan José Campanella
1537,A. Raajdheep
1538,Fajar Bustomi
1539,Pidi Baiq
1540,Nicholas Kharkongor
1541,Michael McKay
1542,Kitaro Kosaka
1543,Ali F. Mostafa
1544,Ayman Makram
1545,George Gallo
1546,Ry Russo-Young
1547,Barbara Białowąs
1548,Tomasz Mandes
1549,Akhil Paul
1550,Anas Khan
1551,Kanika Batra
1552,Michael Cristofer
1553,Mohamed Khan
1554,Adriana Trigiani
1555,Phil Sgriccia
1556,Andaç Haznedaroğlu
1557,Murat Kepez
1558,Greta Gerwig
1559,Sam Rega
1560,Wael Ehsan
1561,Inas El-Degheidy
1562,Ahmed Al-Badry
1563,Sameh Abdulaziz
1564,Wael Ihsan
1565,Izidore K. Musallam
1566,Sherif Arafa
1567,Yasir Al Yasiri
1568,Safdar Rahman
1569,Tomas Brickhill
1570,Hani Al-Shaibani
1571,Mamoru Hosoda
1572,James Franco
1573,Niall Johnson
1574,Michael Damian
1575,Ahmed Zain
1576,Angshuman Ghosh
1577,Ahmed Zein
1578,Alejandro Montiel
1579,Fernando Frías de la Parra
1580,Madeleine Parry
1581,Yu Yang
1582,Jesse Warn
1583,Josh Safdie
1584,Benny Safdie
1585,Hiromasa Yonebayashi
1586,Yoshiyuki Momose
1587,Akihiko Yamashita
1588,Michael Showalter
1589,Norm Hiscock
1590,Gary Howsam
1591,Mike Smith
1592,John Paul Tremblay
1593,Robb Wells
1594,Almunsif Alsuwaisi
1595,Fouad Al Shatti
1596,Fouad El-Mohandes
1597,Andrés Feddersen
1598,Samir Al Asfory
1599,Hussein Kamal
1600,Hassan AbdulSalam
1601,Houssam El-Din Mustafa
1602,Muhammad Fadl
1603,Hany Motawie
1604,Lonzo Nzekwe
1605,Alex Timbers
1606,Sam Wrench
1607,Rebecca Johnson
1608,Carlos Morett
1609,Megha Ramaswamy
1610,Saeed Hamed
1611,Ali Ragab
1612,Ahmad El-Badri
1613,Marcus Raboy
1614,Haifaa Al-Mansour
1615,Mohammed Alhmly
1616,Lucien Bourjeily
1617,Laura Mañá
1618,Sivaroj Kongsakul
1619,Salmeen AlMurry Amer
1620,Mohit Suri
1621,Obaid Alhmoudi
1622,Adekunle Nodash Adejuyigbe
1623,Sadeq Behbehani
1624,Dylan Mohan Gray
1625,Hussein El Ansary
1626,Claire Scanlon
1627,Vipul Amrutlal Shah
1628,Donick Cary
1629,Will Forbes
1630,Francesco Amato
1631,Damien Chazelle
1632,Houda Benyamina
1633,Laïla Marrakchi
1634,Alan Poul
1635,S.A. Zaidi
1636,Hamad AlSarraf
1637,He Xiaofeng
1638,Nadia Hallgren
1639,Pedro Flores Maldonado
1640,Joe DeMaio
1641,Aaron Woodley
1642,Lucas Margutti
1643,Ashok Nanda
1644,Hernán Guerschuny
1645,Alex Ranarivelo
1646,Seth Barrish
1647,Brett Hedlund
1648,Joe Robert Cole
1649,Michelle Esrick
1650,Olivier Abbou
1651,Jeffrey Schwarz
1652,Eric Darnell
1653,Tom McGrath
1654,Craig Freimond
1655,Shirish Kunder
1656,Mysskin
1657,Alice Wu
1658,Joey So
1659,Dennie Gordon
1660,Michael M. Scott
1661,Sion Sono
1662,David Chuang
1663,Chen Kuan-chung
1664,Chris Bolan
1665,Omoni Oboli
1666,Saravana Rajan
1667,Muharrem Gülmez
1668,Sırrı Süreyya Önder
1669,Sermiyan Midyat
1670,Ahmed Yousry
1671,Hazem Fouda
1672,Handan İpekçi
1673,Ferzan Özpetek
1674,Ashraf Fayeq
1675,Paul Munger
1676,Matei Dima
1677,Jonathan Augustin
1678,Venky Kudumula
1679,Amr Arafa
1680,Michel Hazanavicius
1681,Ahmed Saleh
1682,Ahmed Medhat
1683,Mohamed Yassin
1684,Chakri Toleti
1685,Neville Shah
1686,Upi Avianto
1687,Yoon Sung-hyun
1688,Rachel Mason
1689,Patryk Vega
1690,Marc Vigil
1691,Kris Pearn
1692,Ryan Polito
1693,Anoop Sathyan
1694,Müfit Can Saçıntı
1695,Cüneyt Kaya
1696,Greg Barker
1697,Leticia Jorge Romero
1698,Adrien Lagier
1699,Ousmane Ly
1700,Ethan Coen
1701,Joel Coen
1702,Jon M. Chu
1703,Diego Pignataro
1704,Ian Edelman
1705,Ali Yorgancıoğlu
1706,Digo Ricio
1707,Emcy Joseph
1708,Kranthi Madhav
1709,Matt D'Elia
1710,Jeff Chan
1711,Dean Craig
1712,Grand Corps Malade
1713,Mehdi Idir
1714,Jay Karas
1715,Stefano Lodovichi
1716,Alan Yang
1717,Perci Intalan
1718,M. Night Shyamalan
1719,Chris Robinson
1720,Eddie Mensore
1721,Sean Baker
1722,Padraig Reynolds
1723,Yorgos Lanthimos
1724,Michael Dowse
1725,Pablo Lejarreta
1726,Luis Alfaro
1727,Armando Iannucci
1728,Akira Saitoh
1729,Haruka Fujita
1730,Mukul Anand
1731,Karan Malhotra
1732,David Batra
1733,Jon Rudberg
1734,Tarun Mansukhani
1735,Ramesh Talwar
1736,Mahesh Bhatt
1737,Raj Khosla
1738,Punit Malhotra
1739,Shashank Khaitan
1740,Soham Shah
1741,Karan Johar
1742,Nikkhil Advani
1743,Shakun Batra
1744,Rajiv Chilaka
1745,Anirban Majumder
1746,Alka Amarkant Dubey
1747,Prakash Mehra
1748,Anand Ravichandran
1749,Richard Claus
1750,Karsten Kiilerich
1751,Floria Sigismondi
1752,Renzil D'Silva
1753,Fritz Böhm
1754,Ravishankar Venkateswaran
1755,Vijay S. Bhanushali
1756,David Hunt
1757,Stephen S. Campanelli
1758,Rakesh Ranjan Kumar
1759,Sam Irvin
1760,Gary Stretch
1761,Desingh Periyasamy
1762,TJ Sullivan
1763,Greg Rankin
1764,Neeraj Udhwani
1765,Patrice Laliberté
1766,Ellen Page
1767,Ian Daniel
1768,Todd Kauffman
1769,Mark Thornton
1770,Prentice Penny
1771,Zsolt Pálfi
1772,Nawapol Thamrongrattanarit
1773,Marlene Melchior
1774,Aaron Lieber
1775,Tamas Yvan Topolanszky
1776,Àlex Pastor
1777,David Pastor
1778,Rami Hachache
1779,Francisco Macri
1780,Gabriela García Rivas
1781,Eric Goode
1782,Rebecca Chaiklin
1783,Francesco Lettieri
1784,John Suits
1785,Takeru Nakajima
1786,Yoshiyuki Okada
1787,Susan Walter
1788,Masaaki Yuasa
1789,Pierre Deschamps
1790,Jeff Tomsic
1791,Scot Armstrong
1792,Naman Nitin Mukesh
1793,Lynn Novick
1794,Navjot Gulati
1795,Stephanie Zwane
1796,Owen Trevor
1797,Stephanie Turner
1798,Liz Garbus
1799,Mehmet Ada Öztekin
1800,Jos Humphrey
1801,Sharmeen Obaid-Chinoy
1802,Toyin Abraham
1803,Ruchi Narain
1804,Christophe Charrier
1805,Daniel Calparsoro
1806,Trivikram Srinivas
1807,Kittiphak Thonguam
1808,Cristi Puiu
1809,Sebastian Jones
1810,Ramez Silyan
1811,Carlos Sedes
1812,Adam B. Stein
1813,Zach Lipovsky
1814,Athiyan Athirai
1815,Zuko Nodada
1816,Madonna
1817,Milton Horowitz
1818,Sneha Taurani
1819,Momoko Kamiya
1820,Matthew Ross
1821,Lee Kirk
1822,Ziggy Hofmeyr
1823,Gustavo Ron
1824,Yacine Belhousse
1825,Sam Dunn
1826,Kunihiko Yuyama
1827,Motonori Sakakibara
1828,Ali Kalthami
1829,Meshal Aljaser
1830,Faris Godus
1831,Mohamed al Salman
1832,Faisal al Amer
1833,Tolu Awobiyi
1834,Oyefunke Fayoyin
1835,Jason Orley
1836,Robert Eagar
1837,Travis Stevens
1838,Mick Grogan
1839,Nora Fingscheidt
1840,Jeethu Joseph
1841,Dee Rees
1842,Sooni Taraporevala
1843,Linda Korsten
1844,Tom Barton-Humphreys
1845,Angelina Jolie
1846,R.J. Daniel Hanna
1847,Paco Cabezas
1848,Peter Billingsley
1849,Jason Zada
1850,Avgousta Zourelidi
1851,Richard Phelan
1852,Will Becher
1853,Rod Cabatana Marmol
1854,Michał Tylka
1855,Oliver Kienle
1856,Brian Webber
1857,Takashi Yamazaki
1858,Ryuichi Yagi
1859,Makoto Hanafusa
1860,Pantham Thongsang
1861,Cheewatan Pusitsuksa
1862,Paul Krüger
1863,Anél Stolp
1864,Benny Safdie
1865,Josh Safdie
1866,Andres Clariond
1867,Andrew Dean
1868,Lars Klevberg
1869,Lukasz Kosmicki
1870,Shanavas K. Bavakutty
1871,Kwabena Gyansah
1872,Jeff Baena
1873,Kumaran
1874,Jared Moshé
1875,Austin Peck
1876,Anneliese Vandenberg
1877,James Bamford
1878,Julia Willoughby Nason
1879,Jenner Furst
1880,Nate Adams
1881,Adam Carolla
1882,Ivan Silvestrini
1883,Robert Krantz
1884,Gregory Jacobs
1885,Alfonso Cortés-Cavanillas
1886,Xavier Manrique
1887,Richard Gabai
1888,Alfons Adetuyi
1889,Thomas Astruc
1890,Erwin van den Eshof
1891,G.J. Echternkamp
1892,Hikari
1893,Jean-Claude Flamand-Barny
1894,Lana Wilson
1895,Shannon Hartman
1896,David Oelhoffen
1897,Ramesh Sippy
1898,Vir Das
1899,Ajay Bhuyan
1900,Josh Z. Weinstein
1901,Joshua Z. Weinstein
1902,Chung Mong-hong
1903,Johnny Breedt
1904,César Rodrigues
1905,Quek Shio-chuan
1906,Pablo Stoll
1907,Juan Pablo Rebella
1908,Krysia Plonka
1909,Madhumita
1910,Debamitra Biswal
1911,David Lynch
1912,Tyler Perry
1913,Caryn Waechter
1914,Tim Hill
1915,Numa Perrier
1916,Brian Helgeland
1917,Yoshiyuki Momose
1918,Danny Boyle
1919,Rima Das
1920,Paco Plaza
1921,Andrew Goth
1922,William Kaufman
1923,David Benioff
1924,D.B. Weiss
1925,Steve Boettcher
1926,Mikhil Musale
1927,Tom Green
1928,David Lowery
1929,Maria Ripoll
1930,Yibrán Asuad
1931,Edwin
1932,Vadim Jean
1933,Mark A.Z. Dippé
1934,Kyung Ho Lee
1935,Mark A.Z. Dippé
1936,Eondeok Han
1937,Mark A.Z. Dippé
1938,John A. Davis
1939,Justin Webster
1940,Tetsuo Yajima
1941,John Lyde
1942,Steve Rash
1943,Ravi Babu
1944,Soumitra Ranade
1945,Jon Rosenbaum
1946,Bruce Leddy
1947,Yuki Yamato
1948,Andrew Wessels
1949,Emir Kusturica
1950,Odunlade Adekola
1951,Elisa Fuksas
1952,Lee Toland Krieger
1953,Akiyuki Shinbo
1954,Nobuyuki Takeuchi
1955,Ron Oliver
1956,Shojiro Nishimi
1957,Guillaume Renard
1958,Pepe Bojórquez
1959,Rhys Thomas
1960,David M. Rosenthal
1961,Louise Alston
1962,Sunkanmi Adebayo
1963,Falz
1964,Frank Rajah Arase
1965,Fernando Meirelles
1966,Rodrigo Reyes
1967,Mark Lewis
1968,Sebastian DiNatale
1969,Nuhash Humayun
1970,Syed Ahmed Shawki
1971,Rahat Rahman
1972,Robiul Alam Robi
1973,Golam Kibria Farooki
1974,Mir Mukarram Hossain
1975,Tanvir Ahsan
1976,Mahmudul Islam
1977,Abdullah Al Noor
1978,Krishnendu Chattopadhyay
1979,Syed Saleh Ahmed Sobhan
1980,Karan Anshuman
1981,Farhan Akhtar
1982,Zoya Akhtar
1983,Mrighdeep Singh Lamba
1984,Tsutomu Mizushima
1985,Reema Kagti
1986,Jadesola Osiberu
1987,Vijay Lalwani
1988,Abhishek Kapoor
1989,Michael Bay
1990,Biodun Stephen
1991,Ding-Lin Wang
1992,Richard van't Riet
1993,Shonali Bose
1994,Lance Bangs
1995,Robbie Countryman
1996,Trey Edward Shults
1997,Sujeeth
1998,Alexandre Avancini
1999,Noah Baumbach
2000,Atsuko Ishizuka
2001,Eric Aghimien
2002,Michel Tikhomiroff
2003,Robert Kenner
2004,Taki Oldham
2005,John Schultz
2006,Linda Mendoza
2007,Michelle Johnston
2008,Vijay Kumar Arora
2009,Matt Shakman
2010,Mikhail Red
2011,Pankaj Batra
2012,Serge Ou
2013,Navaniat Singh
2014,Gaurav Bavdankar
2015,Jagdeep Sidhu
2016,Tanawat Aiemjinda
2017,Mukesh Vohra
2018,Syrine Boulanouar
2019,Nekfeu
2020,Tudor Giurgiu
2021,Luis Ara
2022,Ignacio Jaunsolo
2023,Abhishek Sharma
2024,Mati Diop
2025,Jérémy Clapin
2026,Mandla Dube
2027,Mike Ezuruonye
2028,Cheta Chukwu
2029,Roger Russell
2030,Toka McBaror
2031,Edward Zwick
2032,Basava Shankar Eeday
2033,Elle-Máijá Tailfeathers
2034,Kathleen Hepburn
2035,Sanjiv Jaiswal
2036,Marta Jaenes
2037,Rosa Márquez
2038,Julien Abraham
2039,Monika Mitchell
2040,Eva Orner
2041,KVR Mahendra
2042,Juan Carlos Rulfo
2043,Raj R
2044,Steve Paley
2045,Timo Vuorensola
2046,Robb Dipple
2047,Eli Roth
2048,Wash Westmoreland
2049,Alessandro Angulo
2050,Mauro Scandolari
2051,Arjun Jandyala
2052,Shashanka Ghosh
2053,Samit Basu
2054,Naoko Yamada
2055,Sergio Pablos
2056,Valli Bindana
2057,Makoto Shinkai
2058,Gautier & Leduc
2059,Christopher Storer
2060,Josh Aronson
2061,Luke Snellin
2062,Xavier Durringer
2063,Pawan Kumar
2064,Phillip Youmans
2065,Zhang Yimou
2066,Neal Brennan
2067,Azazel Jacobs
2068,Jung Ji-woo
2069,Matt D'Avella
2070,Parthiban
2071,Scott McAboy
2072,Raymie Muzquiz
2073,Stu Livingston
2074,Joe Menendez
2075,Eric Bross
2076,Will Eisenberg
2077,Marina Seresesky
2078,Kenny Leon
2079,Harvey Lowry
2080,James Dearden
2081,Drea Cooper
2082,Zackary Canepari
2083,Michael A. Nickles
2084,Blayne Weaver
2085,David Michôd
2086,Marco Bonfanti
2087,Everardo González
2088,Rodrigo Guardiola
2089,Gabriel Cruz Rivas
2090,Juani Libonatti
2091,DJ Chen
2092,Park Joon-hwa
2093,Saravana Rajendran
2094,Matt Kay
2095,Craig Brewer
2096,Billy Lyons
2097,Michael Steed
2098,Zak Hilditch
2099,Michael Steiner
2100,Andrew Slater
2101,Glen Goei
2102,Gavin Yap
2103,Huw Cordey
2104,Yuen Woo-ping
2105,Gillian Robespierre
2106,Thomas Vinterberg
2107,Ciarán Foy
2108,Daniel Sánchez Arévalo
2109,Don Omope
2110,Ed Perkins
2111,Steven Soderbergh
2112,Udai Singh Pawar
2113,Guntur Soeharjanto
2114,Bassam Tariq
2115,Leslie Iwerks
2116,Louie Psihoyos
2117,Ahmet Katıksız
2118,Jean-François Blais
2119,Leïla Sy
2120,Kery James
2121,Vince Gilligan
2122,Bolanle Austen-Peters
2123,Dennis Rovira van Boekholt
2124,Naoto Amazutsumi
2125,Jenny Gage
2126,Kaila York
2127,Vandana Kataria
2128,Onur Bilgetay
2129,Vincenzo Natali
2130,Tugçe Soysop
2131,Jacob Joice
2132,Steve Ball
2133,Luis Javier Henaine
2134,Anand Kamalakar
2135,Lee Yoon-jung
2136,Roy Poortmans
2137,Vrinda Samartha
2138,Nicholaus Goossen
2139,Stig Bergqvist
2140,Paul Demeyer
2141,Igor Kovalyov
2142,Norton Virgien
2143,Danny Cannon
2144,Mana Yasuda
2145,Gupse Özay
2146,Jim Mickle
2147,Jumpei Mizusaki
2148,Koji Morimoto
2149,Michael Arias
2150,Masaru Matsumoto
2151,Arthell Isom
2152,Henry Thurlow
2153,Takanobu Mizuno
2154,Elsa Nakamichi
2155,Hajime Sasaki
2156,Shinji Takagi
2157,Mangesh Hadawale
2158,Wong Kar Wai
2159,Otilia Portillo Padua
2160,B. V. Nandini Reddy
2161,Michael J. Bassett
2162,Rahul Ravindran
2163,Archie Borders
2164,Deepti Naval
2165,Scott Aukerman
2166,Mariano Barroso
2167,Kiko Cruz Claverol
2168,Patricia Font
2169,Sandeep Reddy Vanga
2170,Manny Rodriguez
2171,Randall Lobb
2172,Alex Stapleton
2173,Teng Huatao
2174,Nzingha Stewart
2175,Orlando von Einsiedel
2176,Anubhav Sinha
2177,Maha Venkatesh
2178,Tharun Bhascker
2179,Farhan Alam
2180,A. L. Vijay
2181,Petra Costa
2182,Hayato Date
2183,Petra Costa
2184,Lea Glob
2185,Rémy Four
2186,Julien War
2187,Alejandro Fernández Almendras
2188,Jota Linares
2189,Wagner de Assis
2190,White Trash Tyler
2191,Stan Lathan
2192,Yeung Yat-Tak
2193,Rai Yuvraj Bains
2194,Sunil Thakur
2195,Muh Chen
2196,Saurabh Sinha
2197,Ashwin Saravanan
2198,Julia Knowles
2199,Tarsem Singh
2200,Kepa Sojo
2201,Vikramaditya Motwane
2202,Anurag Kashyap
2203,Cho Li
2204,Chen Hung-yi
2205,Weica Wang
2206,Liu Bang-yao
2207,Lin Guan-fu
2208,Shen Chi
2209,YC Tom Lee
2210,Manu Ashokan
2211,Anita Udeep
2212,Vlad Yudin
2213,Alberto Arnaut Estrada
2214,Robert Moresco
2215,Aadish Keluskar
2216,Joe Murray
2217,Cosmo Segurson
2218,Jesse Moss
2219,Shin Won-ho
2220,Sujoy Ghosh
2221,John Asher
2222,Alex Burunova
2223,Jesús Torres Torres
2224,Camille Shooshani
2225,Vijay Kumar
2226,Phanindra Narsetti
2227,Gideon Raff
2228,Jorge M. Fontana
2229,Olivier Afonso
2230,Karim Amer
2231,Jehane Noujaim
2232,Jay Chapman
2233,Jay Karas
2234,Demetri Martin
2235,Dante Lam
2236,Chi Keung Fung
2237,Corey Yuen
2238,Patrick Leung
2239,To-hoi Kong
2240,Frank Ariza
2241,Jerry Seinfeld
2242,Aditya Sarpotdar
2243,Nisheeta Keni
2244,Daniel Gray Longino
2245,Gerardo Olivares
2246,Wi Ding Ho
2247,Joe Lynch
2248,Andreas Pichler
2249,Daniel Arasanz
2250,Spike Jonze
2251,Marcelo Altmark
2252,Mariano Mucci
2253,Luis A. Scalella
2254,Hernán Zin
2255,Sittisiri Mongkolsiri
2256,Robbie Grewal
2257,Thiagarajan Kumararaja
2258,Kate Horne
2259,Roberto Girault Facha
2260,Alex Díaz
2261,Marcos Bucay
2262,Svati Chakravarty Bhatkal
2263,Kevin Bray
2264,Jesse V. Johnson
2265,Jesse Johnson
2266,Miguel Cohan
2267,Miguel Cohan
2268,Luis Alberto Restrepo
2269,Andrés Beltrán
2270,Jaime Rayo
2271,Hideaki Anno
2272,Hideaki Anno
2273,Kazuya Tsurumaki
2274,Abhijit Kokate
2275,Srivinay Salian
2276,Antonin Baudry
2277,Jon Watts
2278,Jakob Lass
2279,John Haptas
2280,Kristine Samuelson
2281,Sanjay Jadhav
2282,Vinod Kapri
2283,Elías León
2284,Kyle Newacheck
2285,Mark Ritchie
2286,Rocky Soraya
2287,Federico Veiroj
2288,Isabel Coixet
2289,Grant Sputore
2290,Juan Antin
2291,Hanno Olderdissen
2292,Amar Kaushik
2293,Eva Trobisch
2294,Mathieu Auvray
2295,Limbert Fabian
2296,Brandon Oldenburg
2297,Datta Mohan Bhandare
2298,Sanjib Dey
2299,Daniel Yee Heng Chan
2300,Rakeysh Omprakash Mehra
2301,Han Han
2302,Jang Jae-hyun
2303,Sudabeh Mortezai
2304,Richard Shepard
2305,Mike Diva
2306,Akiva Schaffer
2307,Trisha Ziff
2308,Vasan Bala
2309,Diego Enrique Osorno
2310,Pedring A. Lopez
2311,Sam Cullman
2312,Francesco Imperato
2313,Stefon Bristol
2314,Kate Melville
2315,Aditya Vikram Sengupta
2316,Mandie Fletcher
2317,Aijaz Khan
2318,Gonzalo López-Gallego
2319,Abby Epstein
2320,Hepi Mita
2321,Che Sandoval
2322,Jean-Bernard Marlin
2323,Yee Tung-Shing
2324,Patricia Font
2325,Yen Cheng-kuo
2326,Alex Parkinson
2327,Richard da Costa
2328,Frant Gwo
2329,Hao Wu
2330,Felipe Cano
2331,Gabriela Tagliavini
2332,Lee Jeong-beom
2333,William Bindley
2334,Manav Shah
2335,Michael Epstein
2336,Rachel Lears
2337,Syamsul Yusof
2338,Mangesh Kanthale
2339,Herman Yau
2340,Dar Gai
2341,Sathyan Anthikad
2342,Brian Oakes
2343,Bille August
2344,Fab Five Freddie
2345,Sandra Restrepo
2346,Sarthak Dasgupta
2347,Jennifer Kaytin Robinson
2348,Renato De Maria
2349,Alan Rickman
2350,Ulises Valencia
2351,Beyoncé Knowles-Carter
2352,Richard Curtis
2353,Suparn Verma
2354,Anant Balani
2355,Soukarya Ghosal
2356,Leena Yadav
2357,Amitabha Singh
2358,Hasan Karacadağ
2359,Chris Nelson
2360,Lee Kyoungmi
